date,map_views,search_views,directions,call_clicks,website_clicks,average_rating,review_count_change,review_count_by_rating_1,review_count_by_rating_2,review_count_by_rating_3,review_count_by_rating_4,review_count_by_rating_5
2026-01-01,1602,746,58,6,68,0,0,0,0,0,0,0
2026-01-02,1672,785,95,14,86,0,0,0,0,0,0,0
2026-01-03,1531,796,117,10,74,0,0,0,0,0,0,0
2026-01-04,1580,746,99,12,79,0,0,0,0,0,0,0
2026-01-05,1256,563,68,14,35,0,0,0,0,0,0,0
2026-01-06,1310,548,72,3,36,0,0,0,0,0,0,0
2026-01-07,1362,617,62,7,39,0,0,0,0,0,0,0
2026-01-08,1266,548,60,2,41,0,0,0,0,0,0,0
2026-01-09,1222,577,92,10,42,0,0,0,0,0,0,0
2026-01-10,1656,702,143,6,60,0,0,0,0,0,0,0
2026-01-11,1550,749,102,5,53,4,1,0,0,0,1,0
2026-01-12,1489,520,125,6,46,3,2,1,0,0,0,1
2026-01-13,1336,409,84,4,36,0,0,0,0,0,0,0
2026-01-14,1393,404,57,3,35,0,0,0,0,0,0,0
2026-01-15,1222,399,73,3,25,0,0,0,0,0,0,0
2026-01-16,1313,452,90,1,39,0,0,0,0,0,0,0
2026-01-17,1959,536,171,10,62,3,3,0,1,1,1,0
2026-01-18,2102,528,161,14,50,0,0,0,0,0,0,0
2026-01-19,1234,0,91,3,40,5,1,0,0,0,0,1
2026-01-20,1287,282,50,5,22,4,1,0,0,0,1,0
2026-01-21,1297,235,54,4,27,0,0,0,0,0,0,0
2026-01-22,1141,235,41,6,22,0,0,0,0,0,0,0
2026-01-23,1089,227,42,4,27,0,0,0,0,0,0,0
2026-01-24,1565,293,51,4,46,0,0,0,0,0,0,0
2026-01-25,1463,244,43,4,49,0,0,0,0,0,0,0
2026-01-26,1474,280,170,6,133,0,0,0,0,0,0,0
2026-01-27,1394,251,86,7,65,0,0,0,0,0,0,0
2026-01-28,1303,296,75,7,43,0,0,0,0,0,0,0
2026-01-29,1152,260,87,2,30,0,0,0,0,0,0,0
2026-01-30,1153,290,72,2,23,0,0,0,0,0,0,0
2026-01-31,1735,405,98,8,57,0,0,0,0,0,0,0
2026-02-01,1766,437,108,7,65,0,0,0,0,0,0,0
2026-02-02,1213,305,93,4,38,5,1,0,0,0,0,1
2026-02-03,1366,239,69,2,40,0,0,0,0,0,0,0
2026-02-04,1444,255,73,3,37,0,0,0,0,0,0,0
2026-02-05,1424,288,60,3,38,0,0,0,0,0,0,0
2026-02-06,1505,309,64,7,39,0,0,0,0,0,0,0
2026-02-07,1611,400,79,4,46,0,0,0,0,0,0,0
2026-02-08,1559,421,67,2,41,5,1,0,0,0,0,1
2026-02-09,1178,263,64,4,43,0,0,0,0,0,0,0
2026-02-10,1308,379,87,5,41,0,0,0,0,0,0,0
2026-02-11,1032,541,161,9,65,4,1,0,0,0,1,0
2026-02-12,1081,307,78,3,42,0,0,0,0,0,0,0
2026-02-13,1439,349,117,6,41,0,0,0,0,0,0,0
2026-02-14,1908,0,139,8,73,0,0,0,0,0,0,0
2026-02-15,2226,0,193,9,86,4.5,2,0,0,0,1,1
2026-02-16,1479,363,70,4,31,0,0,0,0,0,0,0
2026-02-17,1398,396,77,6,44,0,0,0,0,0,0,0
2026-02-18,1662,355,88,3,56,4,1,0,0,0,1,0
