date,map_views,search_views,directions,call_clicks,website_clicks,average_rating,review_count_change,review_count_by_rating_1,review_count_by_rating_2,review_count_by_rating_3,review_count_by_rating_4,review_count_by_rating_5
2026-01-01,84,16,11,0,4,0,0,0,0,0,0,0
2026-01-02,98,12,0,0,3,0,0,0,0,0,0,0
2026-01-03,73,16,7,0,3,0,0,0,0,0,0,0
2026-01-04,91,19,10,0,3,0,0,0,0,0,0,0
2026-01-05,67,14,8,0,4,0,0,0,0,0,0,0
2026-01-06,61,12,4,0,0,0,0,0,0,0,0,0
2026-01-07,94,20,6,0,3,0,0,0,0,0,0,0
2026-01-08,77,11,4,0,6,0,0,0,0,0,0,0
2026-01-09,68,12,15,0,0,0,0,0,0,0,0,0
2026-01-10,105,9,7,0,1,0,0,0,0,0,0,0
2026-01-11,165,8,9,0,3,0,0,0,0,0,0,0
2026-01-12,90,15,9,0,1,0,0,0,0,0,0,0
2026-01-13,72,13,3,0,2,0,0,0,0,0,0,0
2026-01-14,64,17,3,0,3,0,0,0,0,0,0,0
2026-01-15,69,22,7,0,0,0,0,0,0,0,0,0
2026-01-16,77,15,0,0,2,0,0,0,0,0,0,0
2026-01-17,271,22,13,0,3,0,0,0,0,0,0,0
2026-01-18,145,21,11,1,2,0,0,0,0,0,0,0
2026-01-19,85,0,5,0,5,0,0,0,0,0,0,0
2026-01-20,76,8,5,1,0,0,0,0,0,0,0,0
2026-01-21,85,11,4,0,2,0,0,0,0,0,0,0
2026-01-22,70,10,0,0,0,0,0,0,0,0,0,0
2026-01-23,76,20,11,0,1,0,0,0,0,0,0,0
2026-01-24,73,10,1,0,1,0,0,0,0,0,0,0
2026-01-25,90,6,5,0,0,0,0,0,0,0,0,0
2026-01-26,56,5,16,0,1,0,0,0,0,0,0,0
2026-01-27,59,18,1,0,2,0,0,0,0,0,0,0
2026-01-28,55,16,15,0,6,0,0,0,0,0,0,0
2026-01-29,49,10,6,0,0,0,0,0,0,0,0,0
2026-01-30,50,4,3,0,2,0,0,0,0,0,0,0
2026-01-31,95,10,4,0,1,0,0,0,0,0,0,0
2026-02-01,98,10,3,0,3,0,0,0,0,0,0,0
2026-02-02,58,9,2,0,2,0,0,0,0,0,0,0
2026-02-03,65,7,0,0,2,0,0,0,0,0,0,0
2026-02-04,45,7,10,0,2,0,0,0,0,0,0,0
2026-02-05,45,12,3,0,0,0,0,0,0,0,0,0
2026-02-06,60,14,1,0,2,0,0,0,0,0,0,0
2026-02-07,77,13,7,0,4,0,0,0,0,0,0,0
2026-02-08,74,2,3,1,4,0,0,0,0,0,0,0
2026-02-09,54,20,1,0,2,0,0,0,0,0,0,0
2026-02-10,69,11,3,0,1,0,0,0,0,0,0,0
2026-02-11,84,10,14,0,3,0,0,0,0,0,0,0
2026-02-12,73,12,6,0,1,0,0,0,0,0,0,0
2026-02-13,83,12,1,0,2,0,0,0,0,0,0,0
2026-02-14,134,0,12,0,0,0,0,0,0,0,0,0
2026-02-15,123,0,6,0,3,0,0,0,0,0,0,0
2026-02-16,79,11,0,0,2,0,0,0,0,0,0,0
2026-02-17,76,9,9,0,1,0,0,0,0,0,0,0
2026-02-18,73,13,8,0,5,0,0,0,0,0,0,0
2026-02-19,81,11,2,0,0,5,1,0,0,0,0,1
2026-02-20,97,14,0,0,3,0,0,0,0,0,0,0
2026-02-21,201,33,7,0,6,0,0,0,0,0,0,0
2026-02-22,199,35,15,0,5,0,0,0,0,0,0,0
2026-02-23,149,31,10,0,9,0,0,0,0,0,0,0
2026-02-24,79,19,3,0,2,0,0,0,0,0,0,0
2026-02-25,82,7,1,0,3,0,0,0,0,0,0,0
2026-02-26,92,0,1,0,0,0,0,0,0,0,0,0
2026-02-27,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-28,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-02,112,15,11,2,3,0,0,0,0,0,0,0
2026-03-03,89,15,3,0,2,0,0,0,0,0,0,0
2026-03-04,112,9,8,1,3,0,0,0,0,0,0,0
2026-03-05,63,15,4,1,3,0,0,0,0,0,0,0
2026-03-06,109,13,9,1,7,0,0,0,0,0,0,0
2026-03-07,106,23,15,0,2,0,0,0,0,0,0,0
2026-03-08,145,14,7,0,7,0,0,0,0,0,0,0
2026-03-09,83,0,6,0,0,0,0,0,0,0,0,0
2026-03-10,0,0,0,0,0,5,1,0,0,0,0,1
2026-03-11,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-12,0,0,0,0,0,3,1,0,0,1,0,0
2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-14,372,60,18,0,12,0,0,0,0,0,0,0
2026-03-15,296,24,6,0,6,0,0,0,0,0,0,0
2026-03-16,154,11,12,1,2,0,0,0,0,0,0,0
2026-03-17,93,0,5,0,0,0,0,0,0,0,0,0
2026-03-18,104,0,0,0,0,0,0,0,0,0,0,0
2026-03-19,143,0,1,0,0,0,0,0,0,0,0,0
2026-03-20,206,0,14,0,0,0,0,0,0,0,0,0
2026-03-21,229,0,16,0,0,0,0,0,0,0,0,0
2026-03-22,185,31,7,0,4,0,0,0,0,0,0,0
2026-03-23,134,17,12,0,1,0,0,0,0,0,0,0
2026-03-24,90,14,10,0,3,0,0,0,0,0,0,0
2026-03-25,102,19,4,0,3,0,0,0,0,0,0,0
2026-03-26,110,11,2,0,2,0,0,0,0,0,0,0
2026-03-27,123,9,9,0,5,0,0,0,0,0,0,0
2026-03-28,165,23,15,2,6,0,0,0,0,0,0,0
2026-03-29,191,23,11,1,6,0,0,0,0,0,0,0
2026-03-30,124,24,6,1,6,0,0,0,0,0,0,0
2026-03-31,112,13,8,1,2,0,0,0,0,0,0,0
2026-04-01,122,18,1,0,5,0,0,0,0,0,0,0
2026-04-02,133,17,6,0,2,0,0,0,0,0,0,0
2026-04-03,131,22,8,0,8,0,0,0,0,0,0,0
2026-04-04,171,16,8,0,13,0,0,0,0,0,0,0
2026-04-05,208,19,9,0,9,0,0,0,0,0,0,0
