date,map_views,search_views,directions,call_clicks,website_clicks,average_rating,review_count_change,review_count_by_rating_1,review_count_by_rating_2,review_count_by_rating_3,review_count_by_rating_4,review_count_by_rating_5
2026-01-01,910,468,53,20,93,0,0,0,0,0,0,0
2026-01-02,793,472,66,23,82,5,1,0,0,0,0,1
2026-01-03,846,451,66,11,85,0,0,0,0,0,0,0
2026-01-04,833,388,73,15,74,5,1,0,0,0,0,1
2026-01-05,597,286,46,3,26,0,0,0,0,0,0,0
2026-01-06,572,234,74,5,43,4,1,0,0,0,1,0
2026-01-07,544,262,47,7,18,0,0,0,0,0,0,0
2026-01-08,489,246,57,4,25,0,0,0,0,0,0,0
2026-01-09,567,283,50,6,35,0,0,0,0,0,0,0
2026-01-10,754,363,90,5,61,0,0,0,0,0,0,0
2026-01-11,853,403,70,7,45,4,1,0,0,0,1,0
2026-01-12,686,323,64,8,31,2,1,0,1,0,0,0
2026-01-13,554,270,43,4,30,0,0,0,0,0,0,0
2026-01-14,568,256,53,3,28,0,0,0,0,0,0,0
2026-01-15,600,270,72,3,34,0,0,0,0,0,0,0
2026-01-16,594,283,42,2,33,1,1,1,0,0,0,0
2026-01-17,2234,361,241,11,83,0,0,0,0,0,0,0
2026-01-18,1188,321,124,10,54,0,0,0,0,0,0,0
2026-01-19,705,0,92,5,26,0,0,0,0,0,0,0
2026-01-20,586,228,59,7,24,0,0,0,0,0,0,0
2026-01-21,594,192,53,5,30,0,0,0,0,0,0,0
2026-01-22,707,191,74,8,24,0,0,0,0,0,0,0
2026-01-23,585,183,51,3,29,0,0,0,0,0,0,0
2026-01-24,724,231,40,6,41,0,0,0,0,0,0,0
2026-01-25,721,217,58,5,46,0,0,0,0,0,0,0
2026-01-26,551,238,56,3,42,0,0,0,0,0,0,0
2026-01-27,525,238,49,3,40,0,0,0,0,0,0,0
2026-01-28,540,211,63,2,33,0,0,0,0,0,0,0
2026-01-29,600,231,44,5,28,0,0,0,0,0,0,0
2026-01-30,569,200,61,1,29,0,0,0,0,0,0,0
2026-01-31,898,287,56,3,44,0,0,0,0,0,0,0
2026-02-01,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-02,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-03,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-04,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-05,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-06,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-07,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-08,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-09,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0
